101611 296.086 89.1828 9.34018e-09
101575 296.055 89.0368 9.34107e-09
101619 296.092 89.1057 9.34271e-09
101583 296.062 88.9602 9.3439e-09
101619 296.092 89.1057 9.34271e-09
101611 296.086 89.1828 9.34018e-09
101575 296.055 89.0368 9.34107e-09
101583 296.062 88.9602 9.3439e-09
101641 296.111 88.9064 9.34976e-09
101605 296.08 88.7576 9.35107e-09
101641 296.111 88.9064 9.34976e-09
101605 296.08 88.7576 9.35107e-09
101604 296.08 89.4116 9.34174e-09
101625 296.098 89.2172 9.34816e-09
101604 296.08 89.4116 9.34174e-09
101625 296.098 89.2172 9.34816e-09
101596 296.074 89.49 9.33968e-09
101596 296.074 89.49 9.33968e-09
101638 296.108 88.4426 9.35751e-09
101735 296.189 87.9866 9.36965e-09
101676 296.14 88.6015 9.35819e-09
101701 296.16 87.8436 9.36701e-09
101676 296.14 88.6015 9.35819e-09
101701 296.16 87.8436 9.36701e-09
101638 296.108 88.4426 9.35751e-09
101735 296.189 87.9866 9.36965e-09
101659 296.126 88.9298 9.36184e-09
101659 296.126 88.9298 9.36184e-09
101720 296.177 88.284 9.37523e-09
101720 296.177 88.284 9.37523e-09
101626 296.1 89.3374 9.36506e-09
101679 296.145 88.9053 9.38849e-09
101679 296.145 88.9053 9.38849e-09
101626 296.1 89.3374 9.36506e-09
101597 296.076 89.6264 9.34473e-09
101597 296.076 89.6264 9.34473e-09
101558 296.044 90.1422 9.33866e-09
101587 296.068 89.8478 9.37344e-09
101587 296.068 89.8478 9.37344e-09
101558 296.044 90.1422 9.33866e-09
101626 296.102 89.9898 9.40301e-09
101626 296.102 89.9898 9.40301e-09
101580 296.061 89.8225 9.33938e-09
101573 296.056 89.9043 9.33752e-09
101573 296.056 89.9043 9.33752e-09
101580 296.061 89.8225 9.33938e-09
101540 296.029 90.3416 9.33279e-09
101540 296.029 90.3416 9.33279e-09
101532 296.023 90.427 9.33071e-09
101532 296.023 90.427 9.33071e-09
101482 295.982 91.0411 9.32162e-09
101490 295.989 90.964 9.32387e-09
101490 295.989 90.964 9.32387e-09
101482 295.982 91.0411 9.32162e-09
101428 295.939 91.6939 9.31151e-09
101422 295.934 91.7501 9.30968e-09
101422 295.934 91.7501 9.30968e-09
101428 295.939 91.6939 9.31151e-09
101442 295.951 91.5705 9.31808e-09
101510 296.006 90.7878 9.33079e-09
101442 295.951 91.5705 9.31808e-09
101510 296.006 90.7878 9.33079e-09
101539 296.031 90.5351 9.38479e-09
101539 296.031 90.5351 9.38479e-09
101581 296.067 90.7656 9.42523e-09
101581 296.067 90.7656 9.42523e-09
101497 296 91.6832 9.43723e-09
101462 295.969 91.3924 9.38762e-09
101497 296 91.6832 9.43723e-09
101462 295.969 91.3924 9.38762e-09
101366 295.892 92.3417 9.38307e-09
101355 295.882 92.4461 9.30241e-09
101366 295.892 92.3417 9.38307e-09
101355 295.882 92.4461 9.30241e-09
101392 295.916 92.6636 9.43681e-09
101392 295.916 92.6636 9.43681e-09
101349 295.876 92.5101 9.29537e-09
101346 295.873 92.5417 9.29403e-09
101349 295.876 92.5101 9.29537e-09
101346 295.873 92.5417 9.29403e-09
101608 296.094 90.0506 9.51783e-09
101676 296.149 89.3133 9.48856e-09
101530 296.03 90.8338 9.54144e-09
101652 296.129 89.5619 9.50314e-09
101530 296.03 90.8338 9.54144e-09
101652 296.129 89.5619 9.50314e-09
101608 296.094 90.0506 9.51783e-09
101676 296.149 89.3133 9.48856e-09
101711 296.176 88.4407 9.46445e-09
101711 296.176 88.4407 9.46445e-09
101696 296.166 88.5738 9.48869e-09
101652 296.132 89.3145 9.50176e-09
101652 296.132 89.3145 9.50176e-09
