0 0 0 300
0 0 0 300
0 0 0 300
0 0 0 300
0 0 0 300
0 0 0 300
-0.000730308 -0.00806626 0.00809925 300
-0.000730308 -0.00806626 0.00809925 300
0 0 0 300
0 0 0 300
-0.00593254 -0.00985133 0.0114997 300.001
-0.00593254 -0.00985133 0.0114997 300.001
0 0 0 300
0 0 0 300
-0.029946 0.0204171 0.0362439 300.002
-0.029946 0.0204171 0.0362439 300.002
-0.0368445 0.117587 0.123225 300.002
-0.00659975 0.0299053 0.0306249 300.001
-0.00659975 0.0299053 0.0306249 300.001
-0.0368445 0.117587 0.123225 300.002
0 0 0 300
0 0 0 300
-0.129782 0.306898 0.333211 300.005
-0.129782 0.306898 0.333211 300.005
-0.338164 0.594011 0.683523 300.009
-0.101654 0.100352 0.142842 300.004
-0.101654 0.100352 0.142842 300.004
-0.338164 0.594011 0.683523 300.009
-0.707824 0.929864 1.16862 300.015
-0.255459 0.216707 0.334994 300.006
-0.255459 0.216707 0.334994 300.006
-0.707824 0.929864 1.16862 300.015
0 0 0 300
0 0 0 300
0 0 0 300
0 0 0 300
-0.070976 0.40236 0.408572 300.004
-0.0132307 0.132093 0.132754 300.001
-0.0132307 0.132093 0.132754 300.001
-0.070976 0.40236 0.408572 300.004
0 0 0 300
0 0 0 300
-0.235244 0.851501 0.883399 300.008
-0.235244 0.851501 0.883399 300.008
-0.577184 1.42799 1.54023 300.015
-0.577184 1.42799 1.54023 300.015
-1.14779 2.0403 2.341 300.024
-1.14779 2.0403 2.341 300.024
-1.97257 2.61556 3.276 300.039
-1.26759 1.26121 1.78814 300.024
-1.97257 2.61556 3.276 300.039
-1.26759 1.26121 1.78814 300.024
-2.03169 1.57081 2.56812 300.038
-3.0603 3.14189 4.38599 300.063
-2.03169 1.57081 2.56812 300.038
-3.0603 3.14189 4.38599 300.063
0 0 0 300
0 0 0 300
-0.518703 0.34212 0.621369 300.01
-0.518703 0.34212 0.621369 300.01
-0.907558 0.462981 1.01883 300.016
-0.907558 0.462981 1.01883 300.016
0 0 0 300
0 0 0 300
0 0 0 300
0 0 0 300
-1.43306 0.583726 1.54739 300.026
-1.43306 0.583726 1.54739 300.026
0 0 0 300
0 0 0 300
-2.10478 0.70919 2.22105 300.04
-2.10478 0.70919 2.22105 300.04
-3.00862 1.87162 3.54327 300.059
-4.20153 2.1669 4.7274 300.091
-4.20153 2.1669 4.7274 300.091
-3.00862 1.87162 3.54327 300.059
-4.41469 3.64468 5.72479 300.101
-4.41469 3.64468 5.72479 300.101
-6.03292 4.12312 7.30727 300.156
-6.03292 4.12312 7.30727 300.156
-7.88798 4.50984 9.08619 300.228
-5.59393 2.4202 6.09504 300.135
-5.59393 2.4202 6.09504 300.135
-7.88798 4.50984 9.08619 300.228
-2.92242 0.828129 3.03748 300.06
-2.92242 0.828129 3.03748 300.06
0 0 0 300
0 0 0 300
-8.69208 9.19106 12.6502 300.305
-11.2415 9.85778 14.9515 300.436
-12.0029 12.8114 17.5556 300.524
-9.30118 12.003 15.185 300.373
-9.30118 12.003 15.185 300.373
-8.69208 9.19106 12.6502 300.305
-12.0029 12.8114 17.5556 300.524
-11.2415 9.85778 14.9515 300.436
-7.5662 6.51146 9.98231 300.229
-9.81882 7.03478 12.0788 300.332
-9.81882 7.03478 12.0788 300.332
-7.5662 6.51146 9.98231 300.229
-5.58724 5.84013 8.08235 300.148
-5.58724 5.84013 8.08235 300.148
-3.9141 5.12093 6.44547 300.091
-3.9141 5.12093 6.44547 300.091
-6.44465 8.31952 10.5237 300.198
-4.53441 7.37484 8.65732 300.12
-6.44465 8.31952 10.5237 300.198
-4.53441 7.37484 8.65732 300.12
-6.90928 10.9336 12.9337 300.242
-6.90928 10.9336 12.9337 300.242
-4.86709 9.7632 10.9091 300.146
-4.86709 9.7632 10.9091 300.146
-2.97107 6.36348 7.0229 300.071
-3.18997 8.49768 9.0767 300.084
-3.18997 8.49768 9.0767 300.084
-2.97107 6.36348 7.0229 300.071
-2.55326 4.35851 5.05131 300.055
-2.55326 4.35851 5.05131 300.055
-1.5052 3.50975 3.8189 300.034
-1.75902 5.21996 5.50837 300.042
-1.5052 3.50975 3.8189 300.034
-1.75902 5.21996 5.50837 300.042
-1.88751 7.0472 7.29559 300.048
-1.88751 7.0472 7.29559 300.048
-0.766532 2.57146 2.68328 300.02
-0.766532 2.57146 2.68328 300.02
-0.315142 1.62949 1.65969 300.012
-0.315142 1.62949 1.65969 300.012
-0.0949682 0.82565 0.831094 300.006
-0.0949682 0.82565 0.831094 300.006
-0.0173547 0.288332 0.288854 300.002
-0.0173547 0.288332 0.288854 300.002
0 0 0 300
0 0 0 300
-0.963403 5.36312 5.44896 300.028
-0.898981 3.91914 4.02092 300.025
-0.370325 2.55608 2.58276 300.015
-0.396211 3.55028 3.57232 300.017
-0.963403 5.36312 5.44896 300.028
-0.396211 3.55028 3.57232 300.017
-0.898981 3.91914 4.02092 300.025
-0.370325 2.55608 2.58276 300.015
-0.111613 1.33146 1.33613 300.007
-0.111613 1.33146 1.33613 300.007
-0.0204184 0.474034 0.474473 300.003
-0.0204184 0.474034 0.474473 300.003
0 0 0 300
0 0 0 300
-0.119262 1.87413 1.87792 300.009
-0.119262 1.87413 1.87792 300.009
-0.0218165 0.673262 0.673615 300.003
-0.0218165 0.673262 0.673615 300.003
0 0 0 300
0 0 0 300
-1.88073 8.86376 9.06109 300.05
-0.954591 6.79272 6.85946 300.029
-1.88073 8.86376 9.06109 300.05
-0.954591 6.79272 6.85946 300.029
-0.390468 4.52941 4.54621 300.017
-0.390468 4.52941 4.54621 300.017
-0.117099 2.40604 2.40889 300.009
